cart_id,customer_id,created_at,updated_at,cart_total,status
CART-89224103,CUST-10517,2025-05-15T08:45:05,2025-05-15T08:57:23,2620.39,abandoned
CART-80739701,GUEST-103427,2025-10-03T19:43:49,2025-10-03T19:53:35,1036.34,abandoned
CART-28330256,CUST-8046,2025-06-21T04:45:02,2025-06-21T05:07:00,3552.06,abandoned
CART-82020286,CUST-10511,2025-05-08T15:32:53,2025-05-08T15:54:47,0.0,emptied
CART-70811347,CUST-6445,2025-12-31T22:21:40,2025-12-31T22:38:52,2488.43,abandoned
CART-60517975,CUST-10128,2025-08-13T13:45:45,2025-08-13T14:13:55,2760.48,abandoned
CART-21083983,CUST-6739,2026-01-23T21:46:32,2026-01-23T21:51:00,265.12,abandoned
CART-71613476,CUST-9438,2025-08-01T22:27:08,2025-08-01T22:39:20,703.51,abandoned
CART-71422970,CUST-7061,2025-12-07T15:12:59,2025-12-07T15:22:46,672.4,abandoned
CART-57857272,GUEST-100051,2025-06-25T19:40:33,2025-06-25T20:04:04,2383.36,  abandoned 
CART-25360727,GUEST-101913,2025-06-23T07:15:07,2025-06-23T07:32:07,2356.45,abandoned
CART-60579371,CUST-11075,2025-07-25T18:57:36,2025-07-25T19:30:56,0.0,emptied
CART-97349145,CUST-7175,2025-07-06T06:59:12,2025-07-06T07:01:53,683.06,abandoned
CART-67715810,CUST-10694,2025-10-12T16:42:18,2025-10-12T16:54:00,946.63,abandoned
CART-19651013,CUST-5782,2025-05-25T15:54:44,2025-05-25T16:16:21,4697.07,converted
CART-33380802,CUST-8479,2025-07-13T00:06:12,2025-07-13T00:16:12,404.61,abandoned
CART-99959792,GUEST-102333,2025-08-24T18:46:53,2025-08-24T18:49:24,127.25,abandoned
CART-70576221,CUST-7454,2025-11-27T09:56:26,2025-11-27T10:07:17,1013.04,converted
CART-75881000,GUEST-101209,2025-11-13T14:12:41,2025-11-13T14:30:03,1376.52,abandoned
CART-79651932,CUST-8880,2026-01-30T22:02:31,2026-01-30T22:18:32,0.0,emptied
CART-85702780,CUST-10711,2026-02-25T21:53:50,2026-02-25T22:08:43,2256.62,abandoned
CART-15444712,CUST-10812,2026-03-05T13:34:16,2026-03-05T14:08:19,6293.36,  abandoned 
CART-10767225,GUEST-101928,2025-09-22T16:31:56,2025-09-22T16:37:49,1716.84,abandoned
CART-98383736,GUEST-102007,2025-06-07T19:55:53,2025-06-07T20:15:45,1775.21,converted
CART-78219806,GUEST-102945,2025-11-19T08:20:29,2025-11-19T08:28:23,523.34,converted
CART-58731106,CUST-8638,2025-07-26T08:46:37,2025-07-26T09:01:28,4015.23,abandoned
CART-57518396,CUST-5421,2025-10-29T23:30:39,2025-10-29T23:37:32,234.19,abandoned
CART-01786960,GUEST-102194,2026-03-18T11:55:26,2026-03-18T12:19:42,1584.68,abandoned
CART-12321001,CUST-8545,2025-10-28T11:48:35,2025-10-28T12:07:08,1849.62,abandoned
CART-26994998,GUEST-103214,2026-02-27T06:22:44,2026-02-27T06:37:47,1171.34,abandoned
CART-10173534,CUST-9710,2025-11-06T12:21:09,2025-11-06T12:24:25,148.72,abandoned
CART-89352004,CUST-6184,2025-12-20T06:25:14,2025-12-20T06:40:26,0.0,emptied
CART-70548364,CUST-8920,2026-03-06T23:43:15,2026-03-06T23:52:56,0.0,emptied
CART-09578288,CUST-7197,2026-02-18T20:18:47,2026-02-18T20:37:05,1302.14,abandoned
CART-26529414,CUST-5428,2025-06-03T01:01:47,2025-06-03T01:16:18,608.56,abandoned
CART-07245352,CUST-9181,2026-01-25T07:37:28,2026-01-25T07:44:10,707.83,abandoned
CART-41952587,GUEST-101174,2025-12-31T10:41:33,2025-12-31T10:59:56,1378.02,abandoned
CART-80053146,GUEST-102527,2025-07-31T19:43:38,2025-07-31T19:58:46,1407.04,converted
CART-39116093,CUST-7675,2025-11-06T05:47:33,2025-11-06T05:50:02,433.97,abandoned
CART-36190306,CUST-9629,2026-01-15T13:44:12,2026-01-15T13:55:10,0.0,emptied
CART-59952726,GUEST-100472,2025-05-01T08:23:57,2025-05-01T08:24:52,157.01,ABANDONED
CART-27192739,CUST-6423,2025-06-22T11:36:59,2025-06-22T11:45:21,0.0,Emptied
CART-94513698,CUST-9083,2025-09-27T03:33:02,2025-09-27T03:47:16,0.0,emptied
CART-52552027,CUST-8079,2025-07-07T00:05:20,2025-07-07T00:23:38,1362.82,abandoned
CART-22019196,CUST-10156,2025-07-18T21:53:56,2025-07-18T22:06:27,1077.27,abandoned
CART-16258222,CUST-9190,2025-08-26T16:47:27,2025-08-26T17:01:11,1416.8,abandoned
CART-99066739,CUST-6785,2025-09-27T07:24:16,2025-09-27T07:28:57,481.95,converted
CART-28134489,GUEST-103017,2025-06-15T08:56:41,2025-06-15T09:14:11,0.0,emptied
CART-87529339,CUST-5995,2025-07-08T01:27:30,2025-07-08T01:40:30,1907.09,abandoned
CART-68889192,CUST-10451,2025-12-11T00:33:08,2025-12-11T00:39:02,453.69,converted
CART-60384992,CUST-10945,2025-05-08T08:48:17,2025-05-08T08:55:05,814.37,abandoned
CART-71700158,CUST-7183,2025-07-09T13:57:09,2025-07-09T14:09:21,783.52,abandoned
CART-06129704,CUST-8583,2025-10-26T08:46:08,2025-10-26T09:06:17,2949.75,abandoned
CART-43020435,CUST-10010,2026-04-16T20:27:22,2026-04-16T20:56:44,2237.32,abandoned
CART-27737392,CUST-6431,2026-04-07T00:06:50,2026-04-07T00:16:02,429.89,abandoned
CART-73954376,CUST-9716,2025-08-28T20:06:23,2025-08-28T20:27:44,2671.64,abandoned
CART-26567687,CUST-5953,2025-11-05T23:41:48,2025-11-05T23:49:10,258.33,abandoned
CART-75792804,GUEST-103710,2026-01-02T00:54:28,,990.08,abandoned
CART-70802221,CUST-8395,2025-07-02T02:54:18,2025-07-02T03:07:58,813.57,abandoned
CART-05958853,CUST-7301,2026-03-15T10:54:10,2026-03-15T11:16:36,1599.14,abandoned
CART-02807103,GUEST-103795,2025-08-29T10:07:12,2025-08-29T10:25:06,1216.92,abandoned
CART-20025606,CUST-5843,2025-08-22T15:04:39,2025-08-22T15:24:39,1301.57,abandoned
CART-40807868,GUEST-100191,2025-08-25T21:22:37,2025-08-25T21:30:51,0.0,emptied
CART-21630351,GUEST-100672,2025-12-19T01:37:51,2025-12-19T01:45:00,438.29,abandoned
CART-54007080,CUST-7708,2026-04-10T00:49:37,2026-04-10T00:52:34,63.52,abandoned
CART-73123700,CUST-9648,2025-09-12T20:13:25,2025-09-12T20:27:10,509.19,abandoned
CART-25776069,GUEST-103408,2026-02-12T03:53:01,2026-02-12T04:12:39,1451.62,abandoned
CART-83424022,CUST-9586,2026-03-01T03:48:36,2026-03-01T04:07:14,2801.15,abandoned
CART-71350108,CUST-5746,2025-10-24T13:50:45,2025-10-24T13:50:55,0.0,emptied
CART-01436723,CUST-10697,2026-03-25T16:03:38,2026-03-25T16:06:45,152.3,abandoned
CART-10173101,GUEST-100152,2026-03-23T06:56:05,2026-03-23T07:16:01,1940.5,abandoned
CART-64992129,GUEST-103042,2025-11-27T13:34:20,2025-11-27T13:48:11,783.93,converted
CART-37649808,CUST-9939,2026-03-23T15:45:06,2026-03-23T16:27:05,6465.49,abandoned
CART-92620461,CUST-7585,2026-01-24T13:03:00,2026-01-24T13:31:19,4918.03,converted
CART-84212462,CUST-5297,2025-12-14T11:41:38,2025-12-14T12:01:28,0.0,emptied
CART-70167248,CUST-10875,2026-03-20T21:32:13,2026-03-20T21:48:06,1132.41,abandoned
CART-26360641,CUST-9688,2025-06-26T14:27:55,,199.86,abandoned
CART-47311630,CUST-8664,2025-05-16T10:35:38,2025-05-16T10:41:21,583.58,abandoned
CART-96731968,GUEST-101021,2025-05-08T13:36:27,2025-05-08T14:03:38,0.0,emptied
CART-28307810,CUST-7172,2026-01-16T18:22:52,2026-01-16T18:27:02,331.14,abandoned
CART-21155220,CUST-7468,2025-11-05T19:56:33,2025-11-05T19:58:03,385.87,abandoned
CART-44697158,CUST-8952,2025-05-18T00:43:58,2025-05-18T01:04:36,0.0,emptied
CART-02886644,CUST-11082,2025-10-25T13:53:01,2025-10-25T14:07:26,1310.91,abandoned
CART-07282822,CUST-7255,2025-10-09T20:49:41,2025-10-09T21:14:19,0.0,emptied
CART-23769368,GUEST-103116,2025-06-20T16:51:49,2025-06-20T17:12:27,0.0,emptied
CART-17106477,CUST-9919,2025-05-23T12:16:13,2025-05-23T12:19:34,269.93,abandoned
CART-90548213,CUST-10359,2025-07-11T14:58:18,,1294.63,converted
CART-57121989,CUST-5794,2025-11-21T02:23:02,2025-11-21T02:30:16,1051.41,converted
CART-60627147,CUST-5856,2026-03-16T17:36:08,2026-03-16T17:53:57,0.0,emptied
CART-88022828,GUEST-103645,2025-07-04T16:12:31,2025-07-04T16:27:03,1517.76,converted
CART-32300157,GUEST-103556,2026-04-13T05:03:47,2026-04-13T05:18:49,0.0,emptied
CART-12701988,CUST-7721,2026-03-04T06:48:19,2026-03-04T06:50:39,1188.99,abandoned
CART-39366477,CUST-7224,2026-01-19T06:37:46,2026-01-19T06:50:30,1639.48,converted
CART-22880875,GUEST-100679,2025-06-21T05:40:11,2025-06-21T05:48:34,424.94,abandoned
CART-44176550,GUEST-103129,2025-09-05T19:33:12,2025-09-05T19:40:06,396.49,abandoned
CART-33917308,GUEST-103847,2025-05-23T06:27:55,2025-05-23T06:40:55,399.68,abandoned
CART-84667729,CUST-6617,2026-01-11T23:43:02,2026-01-11T23:44:11,371.42,abandoned
CART-83759785,GUEST-100570,2025-10-23T13:06:20,2025-10-23T13:20:32,1817.08,abandoned
CART-35138608,GUEST-100008,2025-11-09T05:35:20,2025-11-09T05:51:35,1603.65,abandoned
CART-00781439,GUEST-103602,2025-12-15T07:00:51,2025-12-15T07:02:47,270.24,abandoned
CART-03636807,CUST-6577,2025-08-19T08:05:05,2025-08-19T08:19:36,690.75,abandoned
CART-20709356,GUEST-103753,2026-01-01T10:53:37,2026-01-01T11:02:36,655.53,abandoned
CART-45372360,GUEST-101687,2026-03-21T19:18:12,2026-03-21T19:18:56,29.16,abandoned
CART-05491291,GUEST-102427,2026-03-31T01:39:01,2026-03-31T01:48:32,0.0,emptied
CART-72673835,CUST-8760,2025-11-09T01:18:03,2025-11-09T01:40:08,1872.04,abandoned
CART-70863642,CUST-8958,2025-08-22T10:01:37,2025-08-22T10:14:01,0.0,emptied
CART-99745276,CUST-10545,2025-07-01T13:22:19,2025-07-01T13:25:57,644.04,Abandoned
CART-72648034,CUST-7593,2025-09-17T18:41:04,2025-09-17T18:50:02,1185.73,abandoned
CART-29248233,CUST-11017,2025-07-04T15:10:28,2025-07-04T15:11:12,140.22,abandoned
CART-81894839,GUEST-100093,2025-11-25T00:31:15,2025-11-25T00:44:00,1692.4,abandoned
CART-46768845,GUEST-102321,2025-05-20T08:53:48,2025-05-20T09:00:53,791.98,abandoned
CART-92059497,CUST-6753,2025-10-17T15:00:26,2025-10-17T15:14:46,1075.17,converted
CART-11977953,GUEST-100283,2025-10-28T18:32:33,2025-10-28T18:46:35,832.1,abandoned
CART-99269266,GUEST-101008,2025-07-09T08:27:28,2025-07-09T08:31:19,300.63,abandoned
CART-72973535,GUEST-103726,2025-06-18T08:58:11,2025-06-18T09:18:21,1922.51,abandoned
CART-05699447,GUEST-102407,2025-12-07T20:44:44,2025-12-07T20:58:08,0.0,emptied
CART-40550237,CUST-5740,2025-07-06T08:17:44,2025-07-06T08:22:53,633.61,abandoned
CART-91227381,GUEST-103865,2025-10-01T05:51:49,2025-10-01T05:58:51,359.16,converted
CART-79161907,CUST-5353,2025-04-30T11:12:33,2025-04-30T11:28:37,3143.63,abandoned
CART-82260121,CUST-9286,2025-07-06T19:50:30,2025-07-06T20:04:29,1150.74,abandoned
CART-57253272,CUST-9170,2025-08-07T23:11:21,2025-08-07T23:24:17,1112.03,abandoned
CART-83221368,CUST-10054,2025-11-22T21:29:03,2025-11-22T21:31:30,117.92,abandoned
CART-99830161,GUEST-102083,2025-06-30T03:19:36,2025-06-30T03:30:22,1032.38,abandoned
CART-99610318,CUST-9416,2025-12-30T01:28:38,2025-12-30T01:32:40,385.76,abandoned
CART-53124543,GUEST-102860,2025-08-08T23:08:26,2025-08-08T23:15:55,485.39,abandoned
CART-88187400,CUST-8344,2025-12-17T17:59:08,2025-12-17T18:07:12,1197.95,abandoned
CART-24717699,CUST-10747,2026-04-16T19:47:49,2026-04-16T19:57:05,1623.43,converted
CART-53314877,GUEST-103878,2025-08-06T04:56:27,2025-08-06T05:05:13,805.5,abandoned
CART-78959625,GUEST-102508,2025-08-20T00:02:52,2025-08-20T00:22:41,0.0,emptied
CART-65859146,CUST-10962,2026-01-19T06:32:22,2026-01-19T07:03:30,4041.56,abandoned
CART-79364278,CUST-7796,2025-07-13T10:10:44,2025-07-13T10:21:35,0.0,emptied
CART-35890064,GUEST-103551,2025-09-19T07:19:31,2025-09-19T07:23:54,504.92,abandoned
CART-35834303,CUST-9676,2025-08-27T16:53:36,2025-08-27T16:57:58,422.9,abandoned
CART-05589974,CUST-6835,2025-09-01T17:16:56,2025-09-01T17:43:07,3110.54,abandoned
CART-30830657,CUST-8207,2026-04-13T17:07:23,2026-04-13T17:41:04,7152.77,abandoned
CART-15139162,CUST-5487,2025-07-14T16:27:34,2025-07-14T16:44:19,0.0,Emptied
CART-11966284,CUST-9022,2026-04-13T01:58:30,2026-04-13T02:03:36,314.87,abandoned
CART-84021366,CUST-10493,2026-02-06T12:01:34,2026-02-06T12:11:08,1282.41,abandoned
CART-93772009,GUEST-101866,2025-12-27T06:59:19,2025-12-27T07:00:04,225.25,abandoned
CART-70938593,CUST-5142,2026-01-07T09:02:30,2026-01-07T09:10:11,0.0,Emptied
CART-21293363,CUST-6047,2025-04-29T21:58:06,2025-04-29T22:12:19,2217.88,abandoned
CART-74887195,CUST-10179,2025-11-28T04:06:22,2025-11-28T04:11:21,635.58,abandoned
CART-00312094,GUEST-102855,2025-07-24T18:00:51,2025-07-24T18:18:28,1158.92,abandoned
CART-30099146,GUEST-100769,2025-11-26T13:26:02,2025-11-26T13:44:45,895.18,abandoned
CART-81694299,GUEST-101410,2026-02-04T13:27:00,2026-02-04T13:40:54,2056.81,abandoned
CART-89712622,CUST-7068,2025-05-29T21:34:40,2025-05-29T21:48:36,1034.75,abandoned
CART-27604058,CUST-9678,2025-10-26T16:30:17,2025-10-26T16:36:34,402.36,abandoned
CART-46139535,CUST-8109,2025-09-02T22:20:17,2025-09-02T22:26:22,771.8,abandoned
CART-66924682,CUST-7510,2026-01-16T23:03:53,2026-01-16T23:05:03,76.21,abandoned
CART-97877886,CUST-10535,2025-08-23T09:33:27,2025-08-23T09:40:55,561.1,  converted 
CART-15581807,CUST-7292,2025-07-19T03:55:29,2025-07-19T04:06:16,565.57,abandoned
CART-81481193,CUST-7450,2025-11-09T00:25:21,2025-11-09T00:27:13,116.7,abandoned
CART-26735265,GUEST-102784,2026-03-22T05:05:30,2026-03-22T05:15:19,916.36,abandoned
CART-90525951,GUEST-102448,2025-12-29T23:50:51,2025-12-30T00:10:12,1911.55,converted
CART-27908159,CUST-10078,2025-07-09T13:57:31,2025-07-09T14:11:22,1656.8,abandoned
CART-33273708,CUST-10442,2025-05-23T01:58:03,2025-05-23T02:12:04,1981.43,abandoned
CART-01618010,GUEST-103493,2026-03-12T07:58:24,2026-03-12T08:01:24,436.39,abandoned
CART-68148904,CUST-8142,2025-10-29T14:28:37,2025-10-29T14:43:53,2156.1,abandoned
CART-94558037,GUEST-100952,2026-01-03T22:28:11,2026-01-03T22:52:05,1397.54,abandoned
CART-45792176,GUEST-102362,2025-09-05T21:47:31,2025-09-05T21:48:54,205.44,abandoned
CART-89062799,CUST-6148,2026-02-28T15:18:06,2026-02-28T15:38:39,2022.44,abandoned
CART-09701450,CUST-5659,2026-04-09T04:15:34,2026-04-09T04:34:25,1838.35,converted
CART-43113947,CUST-7232,2025-12-07T20:56:58,2025-12-07T21:16:02,2409.53,converted
CART-27932771,CUST-7161,2025-12-23T21:34:09,2025-12-23T21:34:41,199.8,abandoned
CART-37562843,GUEST-102513,2026-04-03T00:11:28,2026-04-03T00:38:52,1998.39, abandoned 
CART-48685984,CUST-10428,2025-09-05T20:21:38,2025-09-05T20:25:22,110.82,Abandoned
CART-88963777,CUST-6864,2026-03-30T20:20:14,2026-03-30T20:22:10,143.68, abandoned 
CART-68633265,CUST-9997,2025-10-29T21:50:56,2025-10-29T22:05:13,1297.05,converted
CART-84278794,CUST-5601,2026-01-23T03:31:07,2026-01-23T03:33:12,622.23,abandoned
CART-22741223,CUST-9191,2026-03-28T07:25:39,2026-03-28T07:42:13,3678.16,abandoned
CART-58958279,CUST-5493,2025-09-30T05:48:21,2025-09-30T06:06:37,1823.17,abandoned
CART-99283211,GUEST-100542,2025-06-22T03:47:07,2025-06-22T04:07:25,2375.41,abandoned
CART-98492111,CUST-6676,2025-08-23T10:31:56,2025-08-23T10:41:37,455.04,abandoned
CART-77169239,CUST-7471,2026-04-10T02:28:02,2026-04-10T02:29:43,142.42,abandoned
CART-72691755,CUST-11088,2025-06-30T16:20:31,2025-06-30T16:22:51,316.74,abandoned
CART-50492189,CUST-10046,2025-07-19T06:10:56,2025-07-19T06:24:13,500.58,abandoned
CART-99500096,GUEST-100230,2025-09-08T17:35:12,2025-09-08T17:40:08,597.64,abandoned
CART-14877055,GUEST-100457,2026-02-01T03:49:43,2026-02-01T04:03:19,1418.03,abandoned
CART-64083837,CUST-10429,2025-11-16T05:22:54,2025-11-16T05:37:05,0.0,emptied
CART-83012620,GUEST-101829,2025-09-03T02:10:04,2025-09-03T02:23:00,1334.39,abandoned
CART-67624157,GUEST-100663,2025-07-24T06:35:50,2025-07-24T06:41:41,746.71,abandoned
CART-21479450,GUEST-102444,2026-03-26T16:07:48,2026-03-26T16:25:21,1093.55,converted
CART-47835507,GUEST-102899,2025-07-09T07:42:12,2025-07-09T07:56:22,1444.78,ABANDONED
CART-83498192,CUST-9024,2025-08-02T04:45:11,2025-08-02T05:00:32,0.0,emptied
CART-63935625,CUST-8239,2026-02-09T01:09:56,2026-02-09T01:11:17,398.38,abandoned
CART-05743151,GUEST-101946,2025-04-28T00:39:01,2025-04-28T00:43:33,552.97,abandoned
CART-48874367,CUST-8796,2026-01-11T18:01:17,2026-01-11T18:12:35,1934.71,  abandoned 
CART-12056638,CUST-7682,2025-12-17T14:01:33,2025-12-17T14:05:51,0.0,emptied
CART-60439078,CUST-7590,2025-06-19T21:50:32,2025-06-19T21:52:56,356.4,abandoned
CART-95887395,CUST-10618,2025-06-21T15:46:22,2025-06-21T16:14:14,3401.27,abandoned
CART-94194284,CUST-9234,2025-10-13T02:46:13,,450.02,abandoned
CART-49936853,GUEST-101413,2025-06-10T18:21:20,2025-06-10T18:30:06,987.97,converted
CART-27992224,CUST-10707,2025-11-11T04:38:20,2025-11-11T04:45:22,337.8,abandoned
CART-77173164,CUST-7744,2025-05-18T13:08:12,2025-05-18T13:12:46,20.68,abandoned
CART-35620511,CUST-5338,2026-01-26T13:52:39,2026-01-26T14:00:18,619.06,abandoned
CART-83879148,GUEST-103315,2026-01-08T06:18:39,2026-01-08T06:23:52,281.46,abandoned
CART-34581892,CUST-10112,2026-03-09T20:16:37,2026-03-09T20:27:15,0.0,emptied
CART-18680230,GUEST-102885,2025-04-20T11:31:14,2025-04-20T11:34:29,885.0,abandoned
CART-01033581,CUST-9016,2025-05-06T21:24:04,2025-05-06T21:42:25,789.53,abandoned
CART-30813669,GUEST-100231,2025-05-22T18:34:40,2025-05-22T18:45:07,1899.49,abandoned
CART-97123360,GUEST-103097,2025-09-27T11:05:00,2025-09-27T11:22:08,1189.14,abandoned
CART-47385576,GUEST-100481,2025-12-30T16:29:04,2025-12-30T16:44:16,1440.96,abandoned
CART-47985185,GUEST-100502,2026-02-13T23:51:21,2026-02-13T23:59:54,777.64,abandoned
CART-19421608,GUEST-103987,2025-10-02T11:49:36,2025-10-02T12:01:02,1106.98, abandoned  
CART-11867400,GUEST-103781,2026-03-24T08:34:41,2026-03-24T08:49:59,1296.79,abandoned
CART-02349448,CUST-6319,2026-01-17T03:08:10,2026-01-17T03:46:21,6511.08,converted
CART-15960382,GUEST-100907,2025-07-18T16:20:17,2025-07-18T16:20:49,129.36,converted
CART-14625619,GUEST-101045,2025-12-01T12:16:10,2025-12-01T12:20:58,414.43,abandoned
CART-43778287,GUEST-100498,2025-12-18T10:05:15,2025-12-18T10:23:49,1812.81,abandoned
CART-46197300,CUST-9781,2026-01-01T00:40:54,2026-01-01T00:55:23,1646.27,converted
CART-33224172,CUST-7477,2026-02-18T03:06:12,2026-02-18T03:29:52,0.0, emptied 
CART-26807835,CUST-8366,2025-05-10T13:13:37,2025-05-10T13:51:15,6603.9,abandoned
CART-21856798,GUEST-103642,2025-08-06T06:16:14,2025-08-06T06:16:55,55.05,abandoned
CART-13935562,GUEST-101861,2025-09-12T00:00:38,2025-09-12T00:06:45,250.17,abandoned
CART-22833567,GUEST-102019,2025-05-17T14:03:16,2025-05-17T14:11:33,497.41,abandoned
CART-27595846,CUST-7687,2025-10-21T14:35:45,2025-10-21T14:45:35,0.0,emptied
CART-08878996,GUEST-100966,2025-09-10T13:14:22,2025-09-10T13:26:02,1279.51,converted
CART-94292695,GUEST-100787,2026-04-09T23:56:20,2026-04-10T00:01:05,399.76,abandoned
CART-06828125,GUEST-101241,2025-11-11T17:10:50,2025-11-11T17:14:03,777.87,abandoned
CART-17966726,GUEST-100012,2025-11-16T12:21:54,2025-11-16T12:36:52,1358.81,Abandoned
CART-92206880,GUEST-101330,2025-10-13T16:19:49,2025-10-13T16:35:29,1691.1,  abandoned 
CART-28475600,GUEST-101213,2025-05-14T18:46:18,2025-05-14T18:53:32,321.64,abandoned
CART-64999943,CUST-5988,2026-01-03T03:15:05,2026-01-03T03:31:20,893.28, abandoned 
CART-41378426,GUEST-102286,2025-11-24T19:23:48,2025-11-24T19:34:21,1897.5,abandoned
CART-32812685,CUST-10710,2025-12-31T04:53:03,2025-12-31T05:10:00,1094.81,abandoned
CART-65308125,GUEST-103191,2026-03-17T23:05:26,2026-03-17T23:07:42,0.0,emptied
CART-69329660,CUST-10997,2026-01-05T15:03:09,2026-01-05T15:23:25,1918.75,abandoned
CART-11508638,CUST-10930,2025-11-19T06:45:33,2025-11-19T07:02:44,2384.94,abandoned
CART-72762766,CUST-9440,2025-10-21T04:09:05,2025-10-21T04:31:03,2647.92,abandoned
CART-02117988,CUST-10592,2025-09-30T04:01:12,2025-09-30T04:13:48,574.7,abandoned
CART-93979019,GUEST-103392,2026-04-10T14:32:10,2026-04-10T14:34:49,169.98,abandoned
CART-39729868,CUST-9839,2025-10-15T07:29:17,2025-10-15T07:48:36,1070.55,converted
CART-61061721,CUST-9385,2025-10-10T01:29:34,2025-10-10T01:35:53,0.0,emptied
CART-49554139,CUST-9136,2025-12-13T09:10:50,2025-12-13T09:14:27,446.21,abandoned
CART-83180562,CUST-10257,2026-03-30T12:44:21,2026-03-30T12:55:45,1392.83,abandoned
CART-89696048,GUEST-103514,2025-11-13T10:35:13,2025-11-13T10:44:00,0.0,emptied
CART-28113137,CUST-6277,2025-08-15T21:04:01,2025-08-15T21:12:09,1137.64,Abandoned
CART-22735596,CUST-5547,2026-03-28T06:35:12,2026-03-28T06:57:08,0.0,emptied
CART-29563145,GUEST-102587,2025-05-05T02:54:33,2025-05-05T02:58:03,230.49,converted
CART-36512969,CUST-8453,2025-09-13T21:58:34,2025-09-13T22:34:40,6344.65,abandoned
CART-70473707,CUST-10312,2025-06-20T19:52:17,2025-06-20T20:07:26,1705.08,abandoned
CART-30085134,CUST-8314,2025-11-15T13:46:49,2025-11-15T14:07:15,1246.32,abandoned
CART-78104130,GUEST-100535,2025-07-28T08:41:01,2025-07-28T08:42:25,0.0,emptied
CART-71208440,CUST-9182,2026-01-11T04:09:01,2026-01-11T04:28:51,1674.46,converted
CART-10922897,CUST-10726,2026-01-15T00:44:31,,469.68,abandoned
CART-16111225,GUEST-102594,2025-10-15T13:36:32,2025-10-15T13:52:18,1035.85,converted
CART-59357883,GUEST-101530,2025-07-06T00:05:45,2025-07-06T00:14:33,1409.88,abandoned
CART-00383210,CUST-6479,2025-07-22T10:39:23,2025-07-22T11:01:53,3929.35,abandoned
CART-64849366,CUST-10656,2025-10-05T20:48:32,2025-10-05T21:10:31,2014.58, abandoned  
CART-20097476,CUST-9991,2025-08-05T14:07:33,2025-08-05T14:28:04,3779.31,  abandoned  
CART-11761491,CUST-9877,2025-06-05T07:12:05,2025-06-05T07:38:26,2860.98,abandoned
CART-51428161,CUST-5979,2026-02-07T01:13:35,2026-02-07T01:30:43,2511.91,abandoned
CART-65014840,CUST-8415,2025-12-16T15:07:19,2025-12-16T15:16:51,1799.04,abandoned
CART-59829738,GUEST-100877,2025-11-13T04:09:48,2025-11-13T04:18:21,994.78,abandoned
CART-81548379,CUST-9435,2026-01-03T14:23:46,2026-01-03T14:30:44,0.0,emptied
CART-55346904,CUST-10625,2025-09-04T20:02:53,2025-09-04T20:04:13,478.24,abandoned
CART-83629616,GUEST-100556,2025-11-23T03:25:30,2025-11-23T03:28:47,126.42,abandoned
CART-93595123,CUST-9437,2025-08-28T05:44:13,2025-08-28T05:50:40,0.0,emptied
CART-97594940,CUST-7462,2026-02-07T03:36:04,2026-02-07T03:43:33,699.86,abandoned
CART-30184166,CUST-8253,2025-05-19T09:49:29,2025-05-19T09:52:26,244.63,converted
CART-51701280,CUST-9942,2025-08-08T17:34:15,2025-08-08T17:47:12,1294.65,converted
CART-29207041,GUEST-103977,2025-05-05T18:23:28,2025-05-05T18:36:42,529.71,abandoned
CART-40379739,GUEST-100994,2025-07-23T12:56:34,2025-07-23T13:11:05,3220.99,converted
CART-28529306,GUEST-103217,2025-10-05T19:58:06,2025-10-05T20:05:08,0.0,emptied
CART-28766533,CUST-10052,2025-08-26T16:33:23,2025-08-26T16:37:58,0.0,emptied
CART-38534089,CUST-6993,2025-09-26T04:27:06,2025-09-26T04:32:12,699.36,converted
CART-35910034,CUST-7852,2025-11-17T23:50:37,2025-11-18T00:06:28,2529.54,abandoned
CART-86062893,GUEST-100483,2025-05-17T20:01:32,2025-05-17T20:09:24,879.07,abandoned
CART-20063679,CUST-9524,2026-02-25T17:40:28,2026-02-25T17:40:56,327.22,converted
CART-82554642,CUST-7001,2025-07-04T09:10:59,2025-07-04T09:23:23,1024.74,abandoned
CART-50744180,CUST-7920,2025-12-11T16:12:45,2025-12-11T16:45:23,8130.09,abandoned
CART-46269808,CUST-6050,2025-09-03T17:44:58,2025-09-03T17:57:23,514.79,abandoned
CART-81535523,CUST-8266,2026-03-29T07:18:12,2026-03-29T07:26:27,810.86,converted
CART-48189299,CUST-7041,2026-03-26T17:37:50,2026-03-26T17:43:21,397.55,abandoned
CART-89674787,CUST-9382,2026-03-26T03:46:13,2026-03-26T04:00:09,1012.08,  abandoned 
CART-35606457,GUEST-101252,2026-02-07T20:46:02,2026-02-07T20:50:20,530.75,abandoned
CART-80995331,CUST-7263,2026-01-09T05:47:53,2026-01-09T06:03:23,1316.32,abandoned
CART-23892329,GUEST-101034,2025-10-11T00:41:10,2025-10-11T00:47:51,361.73,abandoned
CART-07139198,CUST-7323,2026-02-23T17:20:42,2026-02-23T17:37:44,678.13,converted
CART-68887238,CUST-8229,2025-12-30T13:59:57,2025-12-30T14:14:38,1633.07, abandoned  
CART-37389647,CUST-6253,2025-10-29T23:04:01,2025-10-29T23:07:10,765.2,  abandoned  
CART-66436115,GUEST-103973,2025-12-15T16:54:41,,1360.12,abandoned
CART-35292285,CUST-10760,2026-01-02T08:33:41,2026-01-02T08:37:35,874.37,abandoned
