return_item_id,return_id,order_id,product_id,product_name,category,quantity_returned,unit_price,cost_price,refunded_amount
940,RTN-14737481,ORD-70363418,335,Interactive Doll,Toys,3,191.66,115.78,574.98
941,RTN-14737481,ORD-70363418,830,Smart Headphones,Electronics,3,19.73,9.08,59.19
942,RTN-14737481,ORD-70363418,886,Educational Car,Toys,1,50.91,22.15,50.91
943,RTN-14737481,ORD-70363418,1096,PORTABLE CAMERA,Electronics,3,126.2,87.24,378.6
944,RTN-66112588,ORD-00809353,129,Fun Blocks,Toys,3,146.18,91.94,438.54
945,RTN-54543967,ORD-10060460,286,Modern Novel,Books,3,173.71,77.72,521.13
946,RTN-54543967,ORD-10060460,436,Smart Camera,Electronics,2,151.23,68.13,302.46
947,RTN-54543967,ORD-10060460,465,Educational Blocks,Toys,3,25.48,10.8,76.44
948,RTN-54543967,ORD-10060460,637,Smart Headphones,Electronics,1,189.63,77.69,189.63
949,RTN-54543967,ORD-10060460,764,Smart Headphones,Electronics,1,105.88,60.16,105.88
950,RTN-54543967,ORD-10060460,1186,Stylish Jacket,Clothing,2,188.02,109.28,376.04
951,RTN-11844202,ORD-64973070,606,Modern Memoir,Books,1,200.98,119.51,200.98
952,RTN-11844202,ORD-64973070,773,Comfortable Sweater,Clothing,2,195.03,82.19,390.06
953,RTN-88062438,ORD-47873442,26,Classic Shirt,Clothing,1,241.27,163.74,241.27
954,RTN-88062438,ORD-47873442,144,Interactive Car,Toys,2,233.55,154.35,467.1
955,RTN-88062438,ORD-47873442,235,Elegant Table,Home,2,94.25,58.05,188.5
956,RTN-53553318,ORD-48535136,464,Cozy Table,Home,1,108.78,56.64,108.78
957,RTN-53553318,ORD-48535136,949,Modern Rug,Home,2,184.91,106.62,369.82
958,RTN-47630618,ORD-04087396,70,Smart Camera,Electronics,3,56.49,35.91,169.47
959,RTN-47630618,ORD-04087396,537,Durable Jacket,Clothing,1,69.51,37.5,69.51
960,RTN-47630618,ORD-04087396,543,Stylish Sweater,Clothing,2,83.34,51.52,166.68
961,RTN-47630618,ORD-04087396,771,Compact Speaker,Electronics,3,125.93,63.29,377.79
962,RTN-47630618,ORD-04087396,873,  Modern Guide ,Books,1,175.48,102.41,175.48
963,RTN-47630618,ORD-04087396,1004,Fun Car,Toys,3,135.12,73.48,405.36
964,RTN-47630618,ORD-04087396,1068,Fun Car,Toys,2,34.14,16.25,68.28
965,RTN-47630618,ORD-04087396,1129,Compact Monitor,Electronics,2,100.18,67.41,200.36
966,RTN-33079497,ORD-48647378,771,Compact Speaker,Electronics,1,125.93,63.29,125.93
967,RTN-75703800,ORD-36267076,781,Interactive Doll,Toys,1,95.99,40.97,95.99
968,RTN-96403941,ORD-50439473,1216,Cozy Lamp,Home,1,113.43,71.58,113.43
969,RTN-96403941,ORD-50439473,984, Modern Rug ,Home,1,234.83,136.94,234.83
970,RTN-96403941,ORD-50439473,481,Interactive Doll,Toys,1,184.45,104.02,184.45
971,RTN-96403941,ORD-50439473,688,Classic Memoir,Books,2,199.2,132.7,398.4
972,RTN-96403941,ORD-50439473,1228,Cozy Lamp,Home,1,116.02,80.62,116.02
973,RTN-37977422,ORD-50439473,147,Elegant Rug,Home,1,128.06,73.9,128.06
974,RTN-02356827,ORD-57257246,504,Educational Puzzle,Toys,3,247.4,156.99,742.2
975,RTN-02356827,ORD-57257246,1218,Elegant Table,Home,1,191.0,114.23,191.0
976,RTN-68150997,ORD-10088608,1277,Smart Monitor,Electronics,1,46.77,21.43,46.77
977,RTN-82781492,ORD-98788526,124,Elegant Rug,Home,1,163.67,110.07,163.67
978,RTN-98082694,ORD-28883409,1003,  Fun Car ,Toys,1,245.15,101.01,245.15
979,RTN-98082694,ORD-28883409,1189,Cozy Lamp,Home,2,35.65,14.41,71.3
980,RTN-98082694,ORD-28883409,164,Wireless Camera,Electronics,1,198.21,81.27,198.21
981,RTN-98082694,ORD-28883409,988,Illustrated Guide,Books,1,32.61,14.5,32.61
982,RTN-98082694,ORD-28883409,1069,Illustrated Novel,Books,1,196.68,132.96,196.68
983,RTN-53206071,ORD-41270409,1201,Cozy Table,Home,2,200.94,131.29,401.88
984,RTN-51174593,ORD-16740003,881,Fun Doll,Toys,1,52.53,34.15,52.53
985,RTN-47468916,ORD-57881304,600,Interactive Doll,Toys,2,237.61,150.61,475.22
986,RTN-47468916,ORD-57881304,1262, Interactive Puzzle ,Toys,5,5.25,2.83,26.25
987,RTN-47468916,ORD-57881304,68,Cozy Table,Home,3,175.82,99.57,527.46
988,RTN-47468916,ORD-57881304,858,Rustic Table,Home,1,27.09,13.47,27.09
989,RTN-47468916,ORD-57881304,630,Modern Anthology,Books,6,242.77,130.09,1456.62
990,RTN-47468916,ORD-57881304,793,Fun Puzzle,Toys,3,209.62,92.01,628.86
991,RTN-47468916,ORD-57881304,997,Classic Sweater,Clothing,1,54.54,23.9,54.54
992,RTN-47468916,ORD-57881304,578,Cozy Table,Home,1,18.25,11.98,18.25
993,RTN-47468916,ORD-57881304,24,Comfortable Jeans,Clothing,6,220.11,150.57,1320.66
994,RTN-47468916,ORD-57881304,564,Classic Sweater,Clothing,5,179.62,110.07,898.1
995,RTN-47468916,ORD-57881304,1130,Classic Novel,Books,1,234.4,146.97,234.4
996,RTN-53748088,ORD-37365861,21,Educational Puzzle,Toys,1,218.28,106.86,218.28
997,RTN-53748088,ORD-37365861,344,Elegant Rug,Home,1,165.12,83.28,165.12
998,RTN-53748088,ORD-37365861,320,Durable Shirt,Clothing,3,121.97,56.09,365.91
999,RTN-53748088,ORD-37365861,186,colorful car,Toys,1,162.62,66.57,162.62
1000,RTN-53748088,ORD-37365861,1087,Modern Rug,Home,3,158.95,70.0,476.85
1001,RTN-31589860,ORD-78662884,1060,Modern Chair,Home,2,230.62,103.53,461.24
1002,RTN-20216624,ORD-77981495,839,Portable Headphones,Electronics,2,107.25,61.33,214.5
1003,RTN-20216624,ORD-77981495,384,Durable Sweater,Clothing,1,99.04,61.6,99.04
1004,RTN-20216624,ORD-77981495,648,Hardcover Guide,Books,2,167.52,83.65,335.04
1005,RTN-33073626,ORD-21669700,185,Fun Car,Toys,2,128.44,87.8,256.88
1006,RTN-33073626,ORD-21669700,383,Educational Car,Toys,1,232.57,113.91,232.57
1007,RTN-33073626,ORD-21669700,561,Illustrated Memoir,Books,1,17.16,11.26,17.16
1008,RTN-33073626,ORD-21669700,1012,Colorful Puzzle,Toys,3,32.19,16.41,96.57
1009,RTN-33073626,ORD-21669700,1081,Elegant Table,Home,1,112.32,67.12,112.32
1010,RTN-33073626,ORD-21669700,1238,Classic Novel,Books,1,133.08,57.93,133.08
1011,RTN-09927595,ORD-70574188,104,Rustic Chair,Home,1,200.47,100.66,200.47
1012,RTN-09927595,ORD-70574188,274,Elegant Chair,Home,2,140.74,71.87,281.48
1013,RTN-76365044,ORD-97784873,1136,Rustic Lamp,Home,4,103.16,60.71,412.64
1014,RTN-76365044,ORD-97784873,410,Educational Car,Toys,4,96.66,52.09,386.64
1015,RTN-76365044,ORD-97784873,65,Elegant Table,Home,3,225.38,103.0,676.14
1016,RTN-76365044,ORD-97784873,790,Comfortable Sweater,Clothing,4,195.12,92.03,780.48
1017,RTN-76365044,ORD-97784873,286,Modern Novel,Books,1,173.71,77.72,173.71
1018,RTN-76365044,ORD-97784873,1015,Educational Doll,Toys,1,83.51,55.9,83.51
1019,RTN-76365044,ORD-97784873,969,Stylish Jacket,Clothing,2,52.31,32.22,104.62
1020,RTN-76365044,ORD-97784873,1227, Classic Anthology  ,Books,2,35.33,22.15,70.66
1021,RTN-94737025,ORD-27586145,3,Fun Doll,Toys,1,180.42,110.13,180.42
1022,RTN-94737025,ORD-27586145,378,Wireless Monitor,Electronics,3,97.92,55.4,293.76
1023,RTN-94737025,ORD-27586145,470,Colorful Doll,Toys,1,96.11,60.06,96.11
1024,RTN-94737025,ORD-27586145,781,Interactive Doll,Toys,3,95.99,40.97,287.97
1025,RTN-51903602,ORD-57471958,338,Compact Monitor,Electronics,1,27.28,15.09,27.28
1026,RTN-51903602,ORD-57471958,696,Rustic Rug,Home,2,208.44,120.95,416.88
1027,RTN-66492380,ORD-96312725,100,Durable Jeans,Clothing,6,184.78,127.43,1108.68
1028,RTN-66492380,ORD-96312725,112,Classic Jacket,Clothing,4,178.46,78.16,713.84
1029,RTN-66492380,ORD-96312725,243,  Elegant Chair  ,Home,5,60.01,29.74,300.05
1030,RTN-66492380,ORD-96312725,302,Colorful Doll,Toys,3,101.27,59.24,303.81
1031,RTN-66492380,ORD-96312725,419,Stylish Sweater,Clothing,5,189.32,121.66,946.6
1032,RTN-66492380,ORD-96312725,580,Classic Jeans,Clothing,6,195.84,106.98,1175.04
1033,RTN-66492380,ORD-96312725,866,Modern Lamp,Home,1,152.3,61.22,152.3
1034,RTN-66492380,ORD-96312725,1047,Stylish Shirt,Clothing,1,75.92,41.54,75.92
1035,RTN-66492380,ORD-96312725,1119,Wireless Camera,Electronics,1,152.39,100.6,152.39
1036,RTN-66492380,ORD-96312725,1210,Classic Jeans,Clothing,1,183.45,112.35,183.45
1037,RTN-32595521,ORD-83527518,991,Wireless Speaker,Electronics,4,231.59,104.86,926.36
1038,RTN-32595521,ORD-83527518,549,Portable Camera,Electronics,1,174.18,72.25,174.18
1039,RTN-77876903,ORD-64786272,1235,Modern Rug,Home,1,40.36,17.68,40.36
1040,RTN-77876903,ORD-64786272,654,Fun Puzzle,Toys,2,56.64,33.35,113.28
1041,RTN-77876903,ORD-64786272,256,Classic Memoir,Books,1,247.34,139.23,247.34
1042,RTN-23133084,ORD-31512624,44, Classic Guide  ,Books,1,169.08,83.57,169.08
1043,RTN-23133084,ORD-31512624,109, Modern Anthology ,Books,2,80.12,37.59,160.24
1044,RTN-23133084,ORD-31512624,137,Educational Doll,Toys,4,81.13,32.78,324.52
1045,RTN-23133084,ORD-31512624,142,Colorful Puzzle,Toys,3,74.3,36.37,222.9
1046,RTN-23133084,ORD-31512624,155,Educational Doll,Toys,1,47.89,27.91,47.89
1047,RTN-23133084,ORD-31512624,176,Rustic Chair,Home,1,29.34,17.77,29.34
1048,RTN-23133084,ORD-31512624,479,Classic Anthology,Books,1,26.16,14.05,26.16
1049,RTN-23133084,ORD-31512624,767,Rustic Lamp,Home,4,49.69,24.19,198.76
1050,RTN-23133084,ORD-31512624,1001,Interactive Car,Toys,1,73.4,45.43,73.4
1051,RTN-23133084,ORD-31512624,1184,Stylish Shirt,Clothing,3,16.09,8.45,48.27
1052,RTN-36801257,ORD-14625986,483,Illustrated Memoir,Books,3,213.01,131.68,639.03
1053,RTN-11735250,ORD-68045634,850,COMFORTABLE JEANS,Clothing,2,232.14,161.5,464.28
1054,RTN-11735250,ORD-68045634,1111,Educational Car,Toys,1,57.17,39.37,57.17
1055,RTN-11735250,ORD-68045634,328,stylish shirt,Clothing,1,207.61,115.14,207.61
1056,RTN-75540782,ORD-11973028,929,Rustic Chair,Home,1,105.66,59.58,105.66
1057,RTN-55235425,ORD-96681061,69,Modern Rug,Home,1,155.8,76.39,155.8
1058,RTN-55235425,ORD-96681061,526,Durable Shirt,Clothing,2,221.03,111.7,442.06
1059,RTN-55235425,ORD-96681061,335,Interactive Doll,Toys,2,191.66,115.78,383.32
1060,RTN-55235425,ORD-96681061,588,Cozy Table,Home,2,222.55,155.48,445.1
1061,RTN-55235425,ORD-96681061,884,Classic Novel,Books,1,56.02,33.93,56.02
1062,RTN-55235425,ORD-96681061,226,Classic Anthology,Books,1,99.92,63.18,99.92
1063,RTN-31915720,ORD-20139334,58,Elegant Rug,Home,2,185.46,92.67,370.92
1064,RTN-31915720,ORD-20139334,61,Stylish Jacket,Clothing,1,166.71,86.61,166.71
1065,RTN-31915720,ORD-20139334,303,Colorful Car,Toys,2,178.64,87.52,357.28
1066,RTN-31915720,ORD-20139334,466,Classic Shirt,Clothing,3,148.68,93.51,446.04
1067,RTN-31915720,ORD-20139334,809,Educational Puzzle,Toys,1,14.25,7.22,14.25
1068,RTN-31915720,ORD-20139334,874,Fun Car,Toys,1,182.4,106.05,182.4
1069,RTN-67302422,ORD-80743772,14,Durable Shirt,Clothing,5,221.75,131.47,1108.75
1070,RTN-67302422,ORD-80743772,61,Stylish Jacket,Clothing,3,166.71,86.61,500.13
1071,RTN-67302422,ORD-80743772,241,Educational Car,Toys,4,27.47,18.49,109.88
1072,RTN-67302422,ORD-80743772,247,Elegant Chair,Home,1,63.22,27.6,63.22
1073,RTN-67302422,ORD-80743772,416,Stylish Jeans,Clothing,1,140.22,70.01,140.22
1074,RTN-67302422,ORD-80743772,499,Comfortable Sweater,Clothing,4,35.02,23.91,140.08
1075,RTN-67302422,ORD-80743772,848,Modern Rug,Home,1,45.13,21.12,45.13
1076,RTN-67302422,ORD-80743772,1037,Cozy Lamp,Home,5,84.96,49.48,424.8
1077,RTN-67302422,ORD-80743772,1190,Compact Speaker,Electronics,2,56.26,33.45,112.52
1078,RTN-02292183,ORD-83647742,140,Durable Jeans,Clothing,3,98.98,66.97,296.94
1079,RTN-02292183,ORD-83647742,210,Illustrated Memoir,Books,1,216.13,89.19,216.13
1080,RTN-02292183,ORD-83647742,415,Illustrated Novel,Books,3,10.53,5.3,31.59
1081,RTN-02292183,ORD-83647742,487,Educational Car,Toys,2,23.33,13.31,46.66
1082,RTN-02292183,ORD-83647742,528,Illustrated Anthology,Books,2,68.98,29.76,137.96
1083,RTN-08099639,ORD-04444007,260,Illustrated Memoir,Books,1,24.34,14.14,24.34
1084,RTN-08099639,ORD-04444007,795,Cozy Lamp,Home,1,94.76,55.13,94.76
1085,RTN-08099639,ORD-04444007,1160,Portable Camera,Electronics,5,45.07,24.34,225.35
1086,RTN-08099639,ORD-04444007,1235,Modern Rug,Home,2,40.36,17.68,80.72
1087,RTN-92333471,ORD-70890755,39,Modern Memoir,Books,1,42.93,20.99,42.93
1088,RTN-92333471,ORD-70890755,195,Colorful Puzzle,Toys,1,105.65,69.95,105.65
1089,RTN-92333471,ORD-70890755,271,Rustic Table,Home,3,249.33,160.36,747.99
1090,RTN-92333471,ORD-70890755,274,Elegant Chair,Home,1,140.74,71.87,140.74
1091,RTN-92333471,ORD-70890755,378,Wireless Monitor,Electronics,1,97.92,55.4,97.92
1092,RTN-92333471,ORD-70890755,671,Classic Guide,Books,1,143.56,73.12,143.56
1093,RTN-92333471,ORD-70890755,715,Illustrated Guide,Books,3,161.87,86.06,485.61
1094,RTN-92333471,ORD-70890755,1281,Modern Memoir,Books,1,72.14,43.58,72.14
1095,RTN-04614127,ORD-68266477,425, Interactive Car ,Toys,2,50.51,29.83,101.02
1096,RTN-04614127,ORD-68266477,271,Rustic Table,Home,2,249.33,160.36,498.66
1097,RTN-04614127,ORD-68266477,854,Classic Shirt,Clothing,1,102.52,50.37,102.52
1098,RTN-76403210,ORD-21747713,451,Interactive Puzzle,Toys,2,6.98,3.51,13.96
1099,RTN-76403210,ORD-21747713,1280,Colorful Car,Toys,4,5.48,2.89,21.92
1100,RTN-76403210,ORD-21747713,1015,Educational Doll,Toys,3,83.51,55.9,250.53
1101,RTN-76403210,ORD-21747713,613,Comfortable Jacket,Clothing,3,162.63,72.71,487.89
1102,RTN-76403210,ORD-21747713,575,Classic Jacket,Clothing,4,59.45,27.76,237.8
1103,RTN-76403210,ORD-21747713,1161,Elegant Table,Home,1,92.35,56.58,92.35
1104,RTN-76403210,ORD-21747713,1212,Compact Monitor,Electronics,3,242.56,153.0,727.68
1105,RTN-36641445,ORD-88228115,613,Comfortable Jacket,Clothing,3,162.63,72.71,487.89
1106,RTN-36641445,ORD-88228115,558,Classic Memoir,Books,2,128.76,76.05,257.52
1107,RTN-36641445,ORD-88228115,761, Cozy Rug ,Home,3,79.38,31.75,238.14
1108,RTN-36641445,ORD-88228115,310,Modern Memoir,Books,1,81.87,37.0,81.87
1109,RTN-36641445,ORD-88228115,988,Illustrated Guide,Books,1,32.61,14.5,32.61
1110,RTN-36641445,ORD-88228115,664,Compact Speaker,Electronics,1,15.23,8.71,15.23
1111,RTN-37141894,ORD-92407895,384,Durable Sweater,Clothing,5,99.04,61.6,495.2
1112,RTN-37141894,ORD-92407895,599,Cozy Rug,Home,4,5.67,3.41,22.68
1113,RTN-63881532,ORD-48465156,71,  Modern Table  ,Home,2,170.53,94.36,341.06
1114,RTN-63881532,ORD-48465156,1036,Comfortable Sweater,Clothing,1,11.07,6.48,11.07
1115,RTN-63881532,ORD-48465156,524,Elegant Chair,Home,3,56.37,34.27,169.11
1116,RTN-63881532,ORD-48465156,963,Portable Monitor,Electronics,2,111.83,73.05,223.66
1117,RTN-63881532,ORD-48465156,900,Interactive Puzzle,Toys,1,36.87,19.95,36.87
1118,RTN-63881532,ORD-48465156,750,Compact Camera,Electronics,3,60.91,30.15,182.73
1119,RTN-85151632,ORD-25871456,748,Elegant Table,Home,1,155.35,83.75,155.35
1120,RTN-85151632,ORD-25871456,144,Interactive Car,Toys,1,233.55,154.35,233.55
1121,RTN-56664386,ORD-78997843,1228,Cozy Lamp,Home,3,116.02,80.62,348.06
1122,RTN-56664386,ORD-78997843,1092,Portable Speaker,Electronics,1,98.99,48.94,98.99
1123,RTN-56664386,ORD-78997843,850,Comfortable Jeans,Clothing,2,232.14,161.5,464.28
1124,RTN-56664386,ORD-78997843,385,Colorful Puzzle,Toys,2,28.93,13.59,57.86
1125,RTN-56664386,ORD-78997843,843,Illustrated Novel,Books,1,50.11,32.66,50.11
1126,RTN-56664386,ORD-78997843,992,Elegant Lamp,Home,1,224.29,138.26,224.29
1127,RTN-56664386,ORD-78997843,26,Classic Shirt,Clothing,1,241.27,163.74,241.27
1128,RTN-90523486,ORD-83737264,1207,Smart Headphones,Electronics,3,214.08,141.74,642.24
1129,RTN-90523486,ORD-83737264,678,Interactive Doll,Toys,1,94.63,44.19,94.63
1130,RTN-42001598,ORD-19472156,402,Educational Puzzle,Toys,1,238.49,128.42,238.49
1131,RTN-42001598,ORD-19472156,663,Colorful Doll,Toys,1,78.02,51.97,78.02
1132,RTN-42001598,ORD-19472156,975, Comfortable Jeans  ,Clothing,2,160.0,107.42,320.0
1133,RTN-42001598,ORD-19472156,994,Smart Headphones,Electronics,2,29.03,18.04,58.06
1134,RTN-42001598,ORD-19472156,1110,Cozy Table,Home,1,169.53,95.66,169.53
1135,RTN-42001598,ORD-19472156,1171,Portable Speaker,Electronics,1,102.72,46.57,102.72
1136,RTN-42001598,ORD-19472156,1207,Smart Headphones,Electronics,1,214.08,141.74,214.08
1137,RTN-59763027,ORD-25120875,858,Rustic Table,Home,1,27.09,13.47,27.09
1138,RTN-63442858,ORD-36546948,691,Durable Sweater,Clothing,1,181.46,98.8,181.46
1139,RTN-12721940,ORD-13454448,68,Cozy Table,Home,1,175.82,99.57,175.82
1140,RTN-12721940,ORD-13454448,144,Interactive Car,Toys,1,233.55,154.35,233.55
1141,RTN-12721940,ORD-13454448,567,Colorful Blocks,Toys,1,172.68,94.03,172.68
1142,RTN-12721940,ORD-13454448,695,Fun Blocks,Toys,2,237.08,110.24,474.16
1143,RTN-12721940,ORD-13454448,1027,Classic Sweater,Clothing,1,116.7,52.5,116.7
1144,RTN-12721940,ORD-13454448,1162,Modern Lamp,Home,1,212.23,140.09,212.23
1145,RTN-84847492,ORD-47513408,102,Hardcover Novel,Books,1,73.34,39.25,73.34
1146,RTN-84847492,ORD-47513408,397,Rustic Table,Home,1,31.21,15.34,31.21
1147,RTN-84847492,ORD-47513408,405,  Elegant Table ,Home,2,247.72,134.7,495.44
1148,RTN-84847492,ORD-47513408,1017,Fun Car,Toys,1,178.91,107.97,178.91
1149,RTN-84847492,ORD-47513408,1250,Elegant Chair,Home,1,103.44,42.77,103.44
1150,RTN-59891972,ORD-04166586,1111,Educational Car,Toys,2,57.17,39.37,114.34
1151,RTN-59891972,ORD-04166586,114,Smart Monitor,Electronics,1,122.28,61.41,122.28
1152,RTN-59891972,ORD-04166586,457,Modern Anthology,Books,1,198.81,94.3,198.81
1153,RTN-59891972,ORD-04166586,1052,Interactive Car,Toys,1,217.74,128.12,217.74
1154,RTN-59891972,ORD-04166586,442,Wireless Monitor,Electronics,1,160.54,97.8,160.54
1155,RTN-59891972,ORD-04166586,334,Rustic Table,Home,1,188.2,109.48,188.2
1156,RTN-59891972,ORD-04166586,1087,Modern Rug,Home,2,158.95,70.0,317.9
1157,RTN-71283384,ORD-04166586,368,Cozy Chair,Home,3,192.02,104.96,576.06
1158,RTN-43786137,ORD-13803137,341,Fun Puzzle,Toys,1,108.81,66.39,108.81
1159,RTN-43786137,ORD-13803137,1102,Interactive Blocks,Toys,2,10.0,5.41,20.0
1160,RTN-43786137,ORD-13803137,1045,Illustrated Memoir,Books,1,26.67,13.94,26.67
1161,RTN-43786137,ORD-13803137,1179,Modern Memoir,Books,1,24.4,15.63,24.4
1162,RTN-43786137,ORD-13803137,440,Modern Table,Home,1,23.5,15.0,23.5
1163,RTN-70464384,ORD-34950484,416,Stylish Jeans,Clothing,1,140.22,70.01,140.22
1164,RTN-94245722,ORD-18894491,346,Smart Monitor,Electronics,3,170.01,95.77,510.03
1165,RTN-94245722,ORD-18894491,611, Educational Blocks ,Toys,3,132.18,80.16,396.54
1166,RTN-94245722,ORD-18894491,1089,Colorful Doll,Toys,3,79.17,46.47,237.51
1167,RTN-43634392,ORD-72630135,403,Cozy Lamp,Home,3,205.65,131.35,616.95
1168,RTN-43634392,ORD-72630135,1012,Colorful Puzzle,Toys,1,32.19,16.41,32.19
1169,RTN-43634392,ORD-72630135,324, Wireless Camera  ,Electronics,1,144.15,62.3,144.15
1170,RTN-43634392,ORD-72630135,1286,Portable Monitor,Electronics,6,202.97,117.27,1217.82
1171,RTN-43634392,ORD-72630135,848,Modern Rug,Home,5,45.13,21.12,225.65
1172,RTN-43634392,ORD-72630135,1040,Smart Monitor,Electronics,2,41.25,27.07,82.5
1173,RTN-43634392,ORD-72630135,16,Modern Chair,Home,1,58.73,41.07,58.73
1174,RTN-35069167,ORD-37472179,618,Portable Monitor,Electronics,2,13.78,7.78,27.56
1175,RTN-35069167,ORD-37472179,769,  Compact Speaker ,Electronics,2,242.58,98.64,485.16
1176,RTN-35069167,ORD-37472179,990,  Hardcover Memoir  ,Books,2,66.59,38.96,133.18
1177,RTN-23745010,ORD-54725149,220,Classic Novel,Books,2,91.23,38.52,182.46
1178,RTN-23745010,ORD-54725149,521, Compact Camera ,Electronics,2,230.65,159.21,461.3
1179,RTN-23745010,ORD-54725149,795,Cozy Lamp,Home,2,94.76,55.13,189.52
1180,RTN-37979125,ORD-15261181,618,Portable Monitor,Electronics,3,13.78,7.78,41.34
1181,RTN-37979125,ORD-15261181,746,Classic Anthology,Books,1,9.86,4.3,9.86
1182,RTN-13552797,ORD-38911227,775, Durable Shirt  ,Clothing,3,65.55,45.78,196.65
1183,RTN-13552797,ORD-38911227,81,Hardcover Anthology,Books,3,87.28,58.3,261.84
1184,RTN-38839941,ORD-25393933,171,Hardcover Novel,Books,2,160.67,86.65,321.34
1185,RTN-38839941,ORD-25393933,302,Colorful Doll,Toys,2,101.27,59.24,202.54
1186,RTN-38839941,ORD-25393933,477,Illustrated Anthology,Books,2,34.25,20.62,68.5
1187,RTN-38839941,ORD-25393933,621,Modern Novel,Books,1,28.87,17.25,28.87
1188,RTN-38839941,ORD-25393933,1054,Classic Shirt,Clothing,1,220.19,97.03,220.19
1189,RTN-46782986,ORD-32924263,74,Fun Car,Toys,5,106.54,62.74,532.7
1190,RTN-46782986,ORD-32924263,364,Modern Memoir,Books,4,29.16,20.25,116.64
1191,RTN-46782986,ORD-32924263,630,Modern Anthology,Books,3,242.77,130.09,728.31
1192,RTN-46782986,ORD-32924263,821,Educational Doll,Toys,6,22.55,14.27,135.3
1193,RTN-46782986,ORD-32924263,858,Rustic Table,Home,5,27.09,13.47,135.45
1194,RTN-46782986,ORD-32924263,1080,Comfortable Shirt,Clothing,6,235.08,119.95,1410.48
1195,RTN-46782986,ORD-32924263,1153,Cozy Rug,Home,4,242.17,137.52,968.68
1196,RTN-11731186,ORD-69863877,1079,Colorful Car,Toys,2,60.34,31.51,120.68
1197,RTN-11731186,ORD-69863877,604,Compact Headphones,Electronics,1,85.52,57.16,85.52
1198,RTN-05859113,ORD-49235638,1079,Colorful Car,Toys,1,60.34,31.51,60.34
1199,RTN-14637597,ORD-24383655,475,Portable Camera,Electronics,1,98.83,43.98,98.83
1200,RTN-14637597,ORD-24383655,553,Durable Jeans,Clothing,2,228.79,119.46,457.58
1201,RTN-14637597,ORD-24383655,1089,Colorful Doll,Toys,4,79.17,46.47,316.68
1202,RTN-82297424,ORD-93684715,274,Elegant Chair,Home,3,140.74,71.87,422.22
1203,RTN-82297424,ORD-93684715,470,Colorful Doll,Toys,1,96.11,60.06,96.11
1204,RTN-82297424,ORD-93684715,757,Stylish Jacket,Clothing,1,13.61,6.9,13.61
1205,RTN-82297424,ORD-93684715,1057,Stylish Jacket,Clothing,1,151.7,68.29,151.7
1206,RTN-34582736,ORD-70420178,430,Illustrated Anthology,Books,3,60.09,29.24,180.27
1207,RTN-34582736,ORD-70420178,1171,Portable Speaker,Electronics,1,102.72,46.57,102.72
1208,RTN-34582736,ORD-70420178,719,Comfortable Jacket,Clothing,1,230.2,130.03,230.2
1209,RTN-34582736,ORD-70420178,70,Smart Camera,Electronics,2,56.49,35.91,112.98
1210,RTN-34582736,ORD-70420178,162,Interactive Blocks,Toys,1,195.06,91.49,195.06
1211,RTN-34582736,ORD-70420178,473, Educational Blocks  ,Toys,1,43.54,27.52,43.54
1212,RTN-34582736,ORD-70420178,521,Compact Camera,Electronics,1,230.65,159.21,230.65
1213,RTN-34582736,ORD-70420178,417,Rustic Table,Home,3,159.29,72.62,477.87
1214,RTN-36003551,ORD-68408430,197,Durable Jeans,Clothing,2,212.58,107.36,425.16
1215,RTN-36003551,ORD-68408430,1093,Modern Lamp,Home,3,13.05,7.4,39.15
1216,RTN-36003551,ORD-68408430,1236,Comfortable Jeans,Clothing,3,116.58,47.77,349.74
1217,RTN-36003551,ORD-68408430,1270,Interactive Car,Toys,2,136.84,87.06,273.68
1218,RTN-33584916,ORD-28474570,188,Smart Headphones,Electronics,2,21.09,10.18,42.18
1219,RTN-33584916,ORD-28474570,338, Compact Monitor ,Electronics,1,27.28,15.09,27.28
1220,RTN-33584916,ORD-28474570,378, Wireless Monitor  ,Electronics,3,97.92,55.4,293.76
1221,RTN-33584916,ORD-28474570,661,Illustrated Anthology,Books,2,192.49,102.27,384.98
1222,RTN-00577905,ORD-73222704,272,Illustrated Anthology,Books,3,223.38,146.41,670.14
1223,RTN-26392173,ORD-84993665,10,HARDCOVER ANTHOLOGY,Books,6,92.04,55.32,552.24
1224,RTN-26392173,ORD-84993665,34,Stylish Jeans,Clothing,1,136.39,60.29,136.39
1225,RTN-26392173,ORD-84993665,37,Durable Shirt,Clothing,5,122.93,81.06,614.65
1226,RTN-26392173,ORD-84993665,91,Cozy Lamp,Home,4,120.23,75.11,480.92
1227,RTN-26392173,ORD-84993665,109,Modern Anthology,Books,2,80.12,37.59,160.24
1228,RTN-26392173,ORD-84993665,201,Compact Speaker,Electronics,3,27.48,15.37,82.44
1229,RTN-26392173,ORD-84993665,293,  Portable Monitor ,Electronics,4,241.84,112.35,967.36
1230,RTN-26392173,ORD-84993665,326,  Cozy Rug  ,Home,4,203.16,101.42,812.64
1231,RTN-26392173,ORD-84993665,585,Educational Puzzle,Toys,3,170.8,100.43,512.4
1232,RTN-26392173,ORD-84993665,924,Modern Guide,Books,5,75.68,50.09,378.4
1233,RTN-26392173,ORD-84993665,1009,Classic Shirt,Clothing,3,177.46,71.06,532.38
1234,RTN-26392173,ORD-84993665,1080,Comfortable Shirt,Clothing,3,235.08,119.95,705.24
